"NAME","FACID","STATEID","MCARE_ID","TELEPHONE","FAXPHONE","FACEMAIL","ABBREV","ADDRESS","FAC_CITY","FAC_ST","FAC_ZIP","FACTYPE","OPERSTDESC","CLOSEDDATE","CNTYNAME","LIC_BED_TOTAL","CERT_BED_TOTAL","OPENDATE","BED_EFFECTIVE_DATE"
"UNITED HEALTH CARE PLUS, LLC","OHL99226","3040HHS","","6148043248","","unitedhealthcareplus@gmail.com","SL-HMED","1495 MORSE RD, STE 203","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","05/24/2024",""
"UNITED HEALTH CARE, LLC","OHL51708","1668HHS","","6147451363","","unitedhealthcareohio@gmail.com","SL-HMED","1495 MORSE ROAD, SUITE 203","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","09/29/2023",""
"UNITED HEALTHCARE OF OHIO INC","OHH0025","0025HMO","","8004685001","2167711737","not available","SL-HMO","9200 WORTHINGTON ROAD EAST","WESTERVILLE","OH","43082","L50","ACTIVE","","DELAWARE","","","08/06/1985",""
"UNITED HEARTS HEALTHCARE","OHL24272","0061HHS","","5139233555","","inventacapital@gmail.com","SL-HMED","3515 SPRINGDALE ROAD","CINCINNATI","OH","45251","LA1","ACTIVE","","HAMILTON","","","01/13/2023",""
"UNITED HOME CARE SERVICES","OHL51454","1431HHS","","5138800040","","unitedhomecare40@gmail.com","SL-HMED","4852 DELHI ROAD","CINCINNATI","OH","45238","LA1","ACTIVE","","HAMILTON","","","04/24/2023",""
"UNITED HOME HEALTH SERVICES, INC.","OHL51915","1813HHS","","6143722273","","dweaver@uhhs.net","SL-HMED","297 WOODLAND AVENUE","COLUMBUS","OH","43203","LA1","ACTIVE","","FRANKLIN","","","12/07/2023",""
"UNITED HOME HEALTHCARE","OHL51412","1391HHN","","6147957315","","ragavpokhrel15@gmail.com","SL-HNM","1072 LEGACY LANE","PATASKALA","OH","43062","LA2","ACTIVE","","LICKING","","","05/01/2023",""
"UNITED HOME HEALTHCARE, LLC","OHL99261","3075HHS","","3302564504","","unitedhomehealthcarellc@gmail.com","SL-HMED","33 NORTH AVE, SUITE 208","TALLMADGE","OH","44278","LA1","ACTIVE","","SUMMIT","","","05/08/2024",""
"UNITED HOMECARE LLC","OHL52046","1934HHN","","5022949865","","subedi.tirtha@gmail.com","SL-HNM","9015 PHILMONT CURVE DR","BLACKLICK","OH","43004","LA2","ACTIVE","","FRANKLIN","","","02/06/2024",""
"UNITED SENIORS OF ATHENS COUNTY, INC.","OHL51760","1717HHN","","7405943535","","usac2004@yahoo.com","SL-HNM","701 E. STATE STREET, SUITE 101","ATHENS","OH","45701","LA2","ACTIVE","","ATHENS","","","10/26/2023",""
"UNITED STAFF HEALTHCARE LLC","OHL7110","3652HHS","","2169375043","","samiamsn9@gmail.com","SL-HMED","350 EAST 1ST AVENUE SUITE 129","COLUMBUS","OH","43201","LA1","ACTIVE","","FRANKLIN","","","12/27/2024",""
"UNITED TO THRIVE ","OHL99546","3350HHN","","5133499571","","contact@utthealthcare.com","SL-HNM","7373 BROOKCREST DR SUITE 326","CINCINNATI","OH","45237","LA2","ACTIVE","","HAMILTON","","","10/17/2024",""
"UNITY 1 HOME HEALTHCARE, LLC","OHL50410","0405HHN","","7403510500","","unity1@unity1homehealth.com","SL-HNM","221 MARKET STREET","PORTSMOUTH","OH","45662","LA2","ACTIVE","","SCIOTO","","","09/30/2022",""
"UNITY 1 SKILLED HOME CARE, INC","OHL50412","0407HHS","","7403510500","","unity1@unity1homehealth.com","SL-HMED","221 MARKET STREET","PORTSMOUTH","OH","45662","LA1","ACTIVE","","SCIOTO","","","09/30/2022",""
"UNITY CARE","OHL51440","1418HHN","","5133127636","","nbrice84@gmail.com","SL-HNM","547 WAYCROSS RD","CINCINNATI","OH","45240","LA2","ACTIVE","","HAMILTON","","","06/01/2023",""
"UNITY HOME HEALTH SERVICES LLC","OHL50529","0524HHN","","2162504684","","admin@unityhhs.com","SL-HNM","2728 EUCLID AVE SUITE 349","CLEVELAND","OH","44115","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"UNITY HOME HEALTHCARE LLC","OHL6801","3502HHS","","8178911337","","unityhomehealthc@gmail.com","SL-HMED","6100 CHANINGWAY BLVD, SUITE 310J","COLUMBUS","OH","43232","LA1","ACTIVE","","FRANKLIN","","","11/15/2024",""
"UNITY HOME HEALTHCARE, LLC","OHL52127","2009HHN","","2169722953","","hemphuyel@gmail.com","SL-HNM","6100 CHANNINGWAY BLVD","COLUMBUS","OH","43232","LA2","ACTIVE","","FRANKLIN","","","02/23/2024",""
"UNIVERSAL HEALTHCARE GROUP, LLC","OHL50213","0208HHS","","6146993002","","universalhealthcareohio@gmail.com","SL-HMED","501 MORRISON RD, SUITE 202","GAHANNA","OH","43230","LA1","ACTIVE","","FRANKLIN","","","09/30/2022",""
"UNIVERSAL HOME HEALTH & HOSPICE","OHL42553","0142HHS","","9375931605","","karen_schlinglof@uhcinc.org","SL-HMED","921 RUSH AVENUE","BELLEFONTAINE","OH","43311","LA1","ACTIVE","","LOGAN","","","09/30/2022",""
"UNIVERSAL HOME HEALTH & HOSPICE","OHL01980","0022HSP","361550","9375931605","9375921166","karen_schlinglof@uhcinc.org","SL-HOS","921 RUSH AVENUE ","BELLEFONTAINE","OH","43311","L31","ACTIVE","","LOGAN","","","09/20/1991",""
"UNIVERSAL LEGACY HEALTHCARE LLC","OHL51214","1202HHS","","9374493957","","universallegacyhealth@gmail.com","SL-HMED","9115 SURREY GATE PLAZA","DAYTON","OH","45458","LA1","ACTIVE","","MONTGOMERY","","","01/23/2023",""
"UNIVERSAL MEDICAL STAFFING AGENCY LLC","OHL6830","3603HHS","","6142749092","","universalmedical@live.com","SL-HMED","3886 BROADWAY SUITE B","GROVE CITY","OH","43123","LA1","ACTIVE","","FRANKLIN","","","12/05/2024",""
"UNIVERSE HOME HEALTH CARE LLC","OHL7306","3877HHN","","2163139010","","admin@universehhc.com","SL-HNM","2940 NOBLE RD STE 103","CLEVELAND HEIGHTS","OH","44121","LA2","ACTIVE","","CUYAHOGA","","","01/30/2025",""
"UNIVERSITY ENDOSCOPY CENTER","OHL02080","0457AS","36C0001100","5139364520","5139364544","landc@amsurg.com","SL-AS","9275 MONTGOMERY ROAD, SUITE 400","CINCINNATI","OH","45242","L61","ACTIVE","","HAMILTON","3","0","03/16/1998","11/25/2002"
"UNIVERSITY HOSPITAL TRIPOINT MEDICAL CENTER","OHL41219","0192MAT","","4403758180","4403541655","robyn.strosaker@uhhospitals.org","SL-MAT","7590 AUBURN ROAD","CONCORD","OH","44077","L89","ACTIVE","","LAKE","52","0","11/12/2009","07/03/2024"
"UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER","OHL1708","1217LH","360145","4403297700","","todd.harford@uhhospitals.org","SL-HSP","630 EAST RIVER STREET","ELYRIA","OH","44035","LH1","ACTIVE","","LORAIN","246","0","09/16/2024","09/16/2024"
"UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER","OHL4894","1497LH","360359","2165935511","","percival.kane@uhhospitals.org","SL-HSP","3999 RICHMOND ROAD","BEACHWOOD","OH","44122","LH1","ACTIVE","","CUYAHOGA","153","0","09/16/2024","09/16/2024"
"UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL","OHL5823","1523LH","363039","4406957100","","tstranz@uhavonrehab.com","SL-HSP","37900 CHESTER ROAD","AVON","OH","44011","LH1","ACTIVE","","LORAIN","50","0","09/16/2024","09/14/2024"
"UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER","OHL1689","1107LH","361308","4405931131","","jonathan.sague@uhhospitals.org","SL-HSP","158 WEST MAIN ROAD","CONNEAUT","OH","44030","LH1","ACTIVE","","ASHTABULA","25","0","09/16/2024","09/16/2024"
"UNIVERSITY HOSPITALS GEAUGA MEDICAL CENTER","OHL03366","0124MAT","","4402856246","4402857219","christine.sutter@uhhospitals.org","SL-MAT","13207 RAVENNA ROAD","CHARDON","OH","44024","L89","ACTIVE","","GEAUGA","35","0","","11/23/2022"
"UNIVERSITY HOSPITALS HOME CARE SERVICES INC","OHL50416","0411HHS","","2168444663","","kenneth.dipippo@uhhospitals.org","SL-HMED","4510 RICHMOND ROAD","WARRENSVILLE HTS","OH","44128","LA1","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER","OHL1567","1255LH","360078","3302972300","","jason.ziegler@uhhospitals.org","SL-HSP","6847 N CHESTNUT","RAVENNA","OH","44266","LH1","ACTIVE","","PORTAGE","97","0","09/26/2024","09/26/2024"
"UNIVERSITY HOSPITALS REHABILITATION HOSPITAL","OHL5344","1509LH","363036","2165932200","","tstranz@uhavonrehab.com","SL-HSP","23333 HARVARD ROAD","BEACHWOOD","OH","44122","LH1","ACTIVE","","CUYAHOGA","50","0","09/14/2024","09/14/2024"
"UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER","OHL1553","1104LH","360002","4192890491","","sylvia.radziszewski@uhhospitals.org","SL-HSP","1025 CENTER ST","ASHLAND","OH","44805","LH1","ACTIVE","","ASHLAND","70","0","09/16/2024","09/16/2024"
"UNIVERSITY HOSPITALS/MACDONALD WOMEN'S HOSPITAL","OHL03340","0098MAT","","2168445948","2168447625","joyce.deptola@uhhospitals.org","SL-MAT","11100 EUCLID AVENUE","CLEVELAND","OH","44106","L89","ACTIVE","","CUYAHOGA","226","0","","10/01/2019"
"UNIVERSITY MANOR HEALTH CARE CENTER","OHL00211","1759N","365832","2167211400","2167215640","angela.knowles1@saberhealth.com","SL-NH","2186 AMBLESIDE ROAD","CLEVELAND","OH","44106","L11","ACTIVE","","CUYAHOGA","149","0","07/08/1982","11/17/2017"
"UNIVERSITY OF CINCINNATI MEDICAL CENTER","OHL03403","0161MAT","","5135842230","5135841151","ruby.crawford-hemphill@uchealth.com","SL-MAT","234 GOODMAN STREET","CINCINNATI","OH","45219","L89","ACTIVE","","HAMILTON","139","0","","10/01/2019"
"UNIVERSITY OF CINCINNATI MEDICAL CENTER","OHL2349","1189LH","360003","5135841000","","jennifer.propes@uchealth.com","SL-HSP","3188 BELLEVUE AVENUE","CINCINNATI","OH","45219","LH1","ACTIVE","","HAMILTON","563","0","11/14/2025","11/14/2024"
"UNIVERSITY OF TOLEDO MEDICAL CENTER","OHL2004","1228LH","360048","4193834848","","cheryl.cunningham@utoledo.edu","SL-HSP","3000 ARLINGTON AVENUE","TOLEDO","OH","43699","LH1","ACTIVE","","LUCAS","283","0","09/27/2027","09/27/2024"
"UNIVERSITY SUBURBAN ENDOSCOPY CENTER","OHL41686","1054AS","36C0001274","2166910100","2166910200","nicole.romanini@scasurgery.com","SL-AS","1611 SOUTH GREEN ROAD","SOUTH EUCLID","OH","44121","L61","ACTIVE","","CUYAHOGA","2","0","03/14/2013","03/14/2013"
"UPPER VALLEY KIDNEY CENTER","OHL41671","1045DC","362796","9373323733","9373323794","vickie.thompson@davita.com","SL-DC","3190 NORTH COUNTY ROAD 25A","TROY","OH","45373","L63","ACTIVE","","MIAMI","24","0","03/27/2013","02/12/2015"
"UPPER VALLEY MEDICAL CENTER","OHL2283","1036LH","360174","9374404504","","sabuehler@premierhealth.com","SL-HSP","3130 NORTH COUNTY ROAD 25A","TROY","OH","45373","LH1","ACTIVE","","MIAMI","131","0","09/26/2024","09/26/2024"
"UPWARD WING, LLC.","OHL51641","1606HHS","","2167953550","","ed.dcsn@upwardwing.org","SL-HMED","3460 RIDGEWOOD RD.","FAIRLAWN","OH","44333","LA1","ACTIVE","","SUMMIT","","","09/12/2023",""
"URBANA HEALTH & REHAB CENTER","OHL01720","1325N","365365","9376521381","9376536817","tonya.blumenschein@saberhealth.com","SL-NH","741 EAST WATER STREET","URBANA","OH","43078","L11","ACTIVE","","CHAMPAIGN","50","0","08/01/1969","04/19/2017"
"URBANCREST HOME HEALTH CARE LLC","OHL7124","3691HHS","","6146321222","","urbancresthhc@gmail.com","SL-HMED","2700 E DUBLIN GRANVILLE RD STE 433","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","01/08/2025",""
"UROLOGY CENTER THE","OHL41653","1038AS","36C0001107","5138417610","5138417601","jchurch@urologygroup.com","SL-AS","2000 JOSEPH SANKER BLVD","CINCINNATI","OH","45212","L61","ACTIVE","","HAMILTON","8","0","11/20/2012","11/20/2012"
"URSULINE ASSISTED LIVING","OHL6752","3006R","","3307267636","","tcene@ursulinesistersmission.org","SL-R","4250 SHIELDS RD","CANFIELD","OH","44406","L12","ACTIVE","","MAHONING","30","0","03/10/2025","03/10/2025"
"US GRANT DIALYSIS","OHL41089","0922DC","362735","9373781323","9373785130","vickie.thompson@davita.com","SL-DC","458 HOME STREET","GEORGETOWN","OH","45121","L63","ACTIVE","","BROWN","12","0","12/03/2008","12/03/2008"
"US RENAL CARE AKRON DIALYSIS","OHL42210","1245DC","362892","3309835168","3309835169","rachel.mcneil@usrenalcare.com","SL-DC","632 EAST MARKET STREET","AKRON","OH","44304","L63","ACTIVE","","SUMMIT","14","0","12/23/2019","07/28/2021"
"US RENAL CARE ALEXIS DIALYSIS","OHL39994","0657DC","362641","2147362700","4194171720","legal@usrenalcare.com","SL-DC","5719 JACKMAN ROAD","TOLEDO","OH","43613","L63","ACTIVE","","LUCAS","15","0","01/16/2002","01/16/2002"
"US RENAL CARE BARBERTON DIALYSIS","OHL41681","1050DC","362798","3307537280","3307537295","licensing@usrenalcare.com","SL-DC","33 3RD STREET SE","BARBERTON","OH","44203","L63","ACTIVE","","SUMMIT","13","0","02/14/2013","02/14/2013"
"US RENAL CARE BOWLING GREEN DIALYSIS","OHL02959","0631DC","362630","2147362700","4193531314","licensing@usrenalcare.com","SL-DC","1037 CONNEAUT AVENUE, SUITE 101","BOWLING GREEN","OH","43402","L63","ACTIVE","","WOOD","14","0","01/22/2001","04/30/2018"
"US RENAL CARE BRIARFIELD HOME DIALYSIS","OHL42063","1193DC","362870","2147362700","5672974283","legal@usrenalcare.com","SL-DC","3214 BRIARFIELD MEADOWS","MAUMEE","OH","43537","L63","ACTIVE","","LUCAS","4","0","12/27/2017","12/27/2017"
"US RENAL CARE CUYAHOGA FALLS DIALYSIS","OHL41877","1129DC","362832","3309287970","3309287680","karrie.osburn@usrenalcare.com","SL-DC","421 PORTAGE TRAIL, SUITE B","CUYAHOGA FALLS","OH","44221","L63","ACTIVE","","SUMMIT","14","0","09/02/2015","01/30/2025"
"US RENAL CARE FINDLAY HOME DIALYSIS","OHL42200","1242DC","362891","2147362700","4195812434","licensing@usrenalcare.com","SL-DC","7527 PATRIOT DRIVE","FINDLAY","OH","45840","L63","ACTIVE","","HANCOCK","4","0","09/30/2019","09/30/2019"
"US RENAL CARE KENT DIALYSIS","OHL41970","1159DC","362853","3304160467","3303460472","teraina.cargile@usrenalcare.com","SL-DC","1720 EAST MAIN STREET","KENT","OH","44240","L63","ACTIVE","","PORTAGE","15","0","11/15/2016","02/07/2018"
"US RENAL CARE MAUMEE DIALYSIS","OHL41961","1156DC","362850","2147362700","2149752435","licensing@usrenalcare.com","SL-DC","1787 INDIAN WOOD CIRCLE","MAUMEE","OH","43537","L63","ACTIVE","","LUCAS","13","0","08/09/2016","08/09/2016"
"US RENAL CARE NORTHWEST OHIO DIALYSIS","OHL00932","0428DC","362584","2147362700","4194739095","licensing@usrenalcare.com","SL-DC","3829 WOODLEY ROAD, BUILDING C -12","TOLEDO","OH","43606","L63","ACTIVE","","LUCAS","15","0","09/08/1997","02/04/2003"
"US RENAL CARE NORTON HOME THERAPIES","OHL41683","1052DC","362800","3308252354","3308252525","chad.fish@usrenalcare.com","SL-DC","3300 GREENWICH ROAD, SUITE 13","NORTON","OH","44203","L63","ACTIVE","","SUMMIT","4","0","06/12/2013","12/29/2022"
"US RENAL CARE TIFFIN DIALYSIS","OHL42225","1253DC","362893","2147362700","5672072049","licensing@usrenalcare.com","SL-DC","100 SHAFFER PARK DRIVE","TIFFIN","OH","44883","L63","ACTIVE","","SENECA","15","0","01/16/2020","01/16/2020"
"UTSEY'S SPECIAL NEEDS CARE LLC","OHL51615","1580HHN","","4404878059","","valeriebless@yahoo.com","SL-HNM","12816 CRENNELL AVENUE","CLEVELAND","OH","44105","LA2","ACTIVE","","CUYAHOGA","","","08/08/2023",""
"VACCO AMBULATORY SURGERY CENTER","OHL42100","1208AS","36C0001310","6142210222","6142219222","carl.hunlock@rmslifeline.com","SL-AS","815 W BROAD ST SUITE 320","COLUMBUS","OH","43222","L61","ACTIVE","","FRANKLIN","2","0","03/15/2018","03/15/2018"
"VAKOLANE HOME HEALTHCARE","OHL98784","2071HHS","","6146992969","","vakolanehomehealthcare@yahoo.com","SL-HMED","453 WATERBURY COURT","COLUMBUS","OH","43230","LA1","ACTIVE","","FRANKLIN","","","03/14/2024",""
"VALLEY ENDOSCOPY CENTER, INC","OHL500019","0702AS","36C0001172","7406992747","7406990205","annarno75@gmail.com","SL-AS","68377 STEWART DRIVE, SUITE 202","SAINT CLAIRSVILLE","OH","43950","L61","ACTIVE","","BELMONT","1","0","04/02/2003","04/02/2003"
"VALLEY ENDOSCOPY CENTER, INC","OHL42163","1227AS","","7407924625","7406990205","annarno75@gmail.com","SL-AS","100 WELDAY AVENUE, SUITE D","WINTERSVILLE","OH","43953","L61","ACTIVE","","JEFFERSON","1","0","01/22/2019","01/22/2019"
"VALLEY EYE INSTITUTE","OHL50154","0728AS","36C0001179","5135156172","5135673941","tknight@cvphealth.com","SL-AS","1118 FAIRINGTON DRIVE","SIDNEY","OH","45365","L61","ACTIVE","","SHELBY","3","0","10/16/2003","06/30/2016"
"VALLEY HOME CARE SOLUTIONS, LLC","OHL50371","0366HHS","","7407325800","","vhcs5800@yahoo.com","SL-HMED","128 N MAIN STREET","BELLE VALLEY","OH","43717","LA1","ACTIVE","","NOBLE","","","09/30/2022",""
"VALLEY HOME HEALTH CARE, LLC","OHL51726","1686HHS","","3307585727","","ken@valleyhomehealthcare.com","SL-HMED","755 BOARDMAN CANFIELD ROAD, SUITE N1","BOARDMAN","OH","44512","LA1","ACTIVE","","MAHONING","","","10/06/2023",""
"VALLEY HOSPICE INC","OHL01509","0027HSP","361522","7408595650","7408595697","cynthia.bougher@valleyhospice.org","SL-HOS","10686 STATE ROUTE 150","RAYLAND","OH","43943","L31","ACTIVE","","JEFFERSON","","","",""
"VALLEY OAKS CARE CENTER","OHL01456","1744N","366306","3303855001","3303852441","swolfe@valleyoakscare.com","SL-NH","500 SELFRIDGE STREET","EAST LIVERPOOL","OH","43920","L11","ACTIVE","","COLUMBIANA","67","0","06/24/1981","05/01/2023"
"VALLEY REGIONAL SURGERY CENTER","OHL02034","0321AS","36C0001073","9377783848","9377783853","acouchot@vrscenter.com","SL-AS","283 LOONEY ROAD","PIQUA","OH","45356","L61","ACTIVE","","MIAMI","4","0","12/12/1996","12/12/2002"
"VALLEY VIEW HEALTH CAMPUS","OHL41999","2765R","","4193320357","4193328404","nanci.kosanka@valleyviewhc.com","SL-R","1247 N RIVER ROAD","FREMONT","OH","43420","L12","ACTIVE","","SANDUSKY","38","0","02/15/2017","02/15/2017"
"VALLEY VIEW HEALTH CAMPUS","OHL41998","2765N","365841","4193320357","4193328404","nanci.kosanka@valleyviewhc.com","SL-NH","1247  N RIVER ROAD","FREMONT","OH","43420","L11","ACTIVE","","SANDUSKY","60","0","02/15/2017","02/15/2017"
"VAN WERT COUNTY HOSPITAL","OHL2009","1287LH","360071","4192382390","","crystal.morris@ohiohealth.com","SL-HSP","1250 S WASHINGTON STREET","VAN WERT","OH","45891","LH1","ACTIVE","","VAN WERT","","","09/27/2025",""
"VAN WERT MANOR","OHL42037","1432R","","4192386655","4192386696","courtney.williams@vanwertmanor.com","SL-R","160 FOX ROAD","VAN WERT","OH","45891","L12","ACTIVE","","VAN WERT","18","0","06/19/2017","09/21/2017"
"VAN WERT MANOR","OHL00726","1432N","365246","4192386655","4192389215","courtney.williams@vanwertmanor.com","SL-NH","160 FOX ROAD","VAN WERT","OH","45891","L11","ACTIVE","","VAN WERT","62","0","06/25/1970","04/30/2023"
"VANCREST ASSISTED & INDEPENDENT","OHL00866","1310R","","4196952871","4196920462","mmurphy@vancrest.com","SL-R","310 ELIDA ROAD","DELPHOS","OH","45833","L12","ACTIVE","","ALLEN","108","0","06/10/1998","02/11/2003"
"VANCREST ASSISTED LIVING","OHL40788","2488R","","9374563010","4164561625","rdennis@vancrest.com","SL-R","1600 PARK AVENUE","EATON","OH","45320","L12","ACTIVE","","PREBLE","66","0","10/25/2007","06/15/2009"
"VANCREST ASSISTED LIVING","OHL00835","1436R","","4192384646","4192385727","swhite@vancrest.com","SL-R","10357 DECATUR ROAD","VAN WERT","OH","45891","L12","ACTIVE","","VAN WERT","146","0","06/14/1996","04/04/2019"
"VANCREST ASSISTED LIVING OF HOLGATE","OHL41657","2618R","","4192640700","4192640800","hstrauser@vancrest.com","SL-R","600 JOE E BROWN AVENUE","HOLGATE","OH","43527","L12","ACTIVE","","HENRY","45","0","10/25/2012","07/14/2021"
"VANCREST HEALTH CARE CENTER","OHL00727","1436N","365254","4192384646","4192385727","swhite@vancrest.com","SL-NH","10357 VAN WERT-DECATUR ROAD","VAN WERT","OH","45891","L11","ACTIVE","","VAN WERT","93","0","12/23/1970","03/18/2025"
"VANCREST HEALTH CARE CENTER OF DELPHOS","OHL00804","1310N","366189","4196952871","4196920462","mmurphy@vancrest.com","SL-NH","1425 EAST FIFTH STREET","DELPHOS","OH","45833","L11","ACTIVE","","ALLEN","99","0","10/25/1966","01/01/2021"
"VANCREST HEALTH CARE CENTER OF EATON","OHL01942","2179N","366084","9374563010","9374567199","rdennis@vancrest.com","SL-NH","1600 PARK AVENUE","EATON","OH","45320","L11","ACTIVE","","PREBLE","81","0","01/01/1998","04/28/2023"
"VANCREST HEALTH CARE CENTER OF HOLGATE","OHL00718","1300N","366255","4192640700","4192640800","hstrauser@vancrest.com","SL-NH","600 JOE E. BROWN AVENUE","HOLGATE","OH","43527","L11","ACTIVE","","HENRY","50","0","09/21/1966","01/31/2002"
"VANCREST OF ADA","OHL41928","2729N","366444","4195581379","4195581385","amaidlow@vancrest.com","SL-NH","600 WEST NORTH AVENUE","ADA","OH","45810","L11","ACTIVE","","HARDIN","60","0","06/13/2016","09/28/2021"
"VANCREST OF ADA ASSISTED LIVING","OHL41929","2729R","","4195581379","4195581385","amaidlow@vancrest.com","SL-R","600 WEST NORTH AVENUE","ADA","OH","45810","L12","ACTIVE","","HARDIN","56","0","06/13/2016","09/28/2021"
"VANCREST OF ANTWERP","OHL40519","2449R","","4192581500","4192581509","antwerp.nursing@alsohio.com","SL-R","204 ARCHER DRIVE","ANTWERP","OH","45813","L12","ACTIVE","","PAULDING","68","0","01/11/2007","05/27/2009"
"VANCREST OF HICKSVILLE","OHL52102","2985R","","4197896135","4195429765","mbradford@vancrest.com","SL-R","601 DEFIANCE AVENUE","HICKSVILLE","OH","43526","L12","ACTIVE","","DEFIANCE","42","0","03/05/2024","03/05/2024"
"VANCREST OF HICKSVILLE","OHL52105","2985N","365680","4197896135","4195429765","mbradford@vancrest.com","SL-NH","601 DEFIANCE AVENUE","HICKSVILLE","OH","43526","L11","ACTIVE","","DEFIANCE","61","0","03/05/2024","03/05/2024"
"VANCREST OF NEW CARLISLE","OHL01843","1046N","366108","9378458219","9378452404","tjeffries@vancrest.com","SL-NH","1885 NORTH DAYTON-LAKEVIEW ROAD","NEW CARLISLE","OH","45344","L11","ACTIVE","","CLARK","86","0","03/01/1963","04/28/2023"
"VANCREST OF NEW CARLISLE","OHL41294","2553R","","9378458219","9378452404","tjeffries@vancrest.com","SL-R","1885 N DAYTON-LAKEVIEW RD","NEW CARLISLE","OH","45344","L12","ACTIVE","","CLARK","45","0","10/30/2009","08/16/2022"
"VANCREST OF PAYNE","OHL42119","2641N","366468","4192630191","4192630193","nwhite@vancrest.com","SL-NH","650 NORTH MAIN STREET","PAYNE","OH","45880","L11","ACTIVE","","PAULDING","37","0","05/29/2018","09/28/2022"
"VANCREST OF PAYNE","OHL41717","2641R","","4192630191","4192630193","nwhite@vancrest.com","SL-R","650 NORTH MAIN STREET","PAYNE","OH","45880","L12","ACTIVE","","PAULDING","43","0","08/19/2013","04/05/2016"
"VANCREST OF ST MARYS","OHL42208","2870N","365232","4193943308","4193943300","svordermark@vancrest.com","SL-NH","1035 HAGER STREET","SAINT MARYS","OH","45885","L11","ACTIVE","","AUGLAIZE","50","0","10/07/2019","10/07/2019"
"VANCREST OF ST MARYS ASSISTED LIVING","OHL42209","2871R","","4193943308","4193943300","svordermark@vancrest.com","SL-R","1035 HAGER STREET","SAINT MARYS","OH","45885","L12","ACTIVE","","AUGLAIZE","42","0","","07/10/2024"
"VANCREST OF UPPER SANDUSKY","OHL00709","1116N","365478","4192944973","4192944975","jsmith@vancrest.com","SL-NH","850 MARSEILLES AVENUE","UPPER SANDUSKY","OH","43351","L11","ACTIVE","","WYANDOT","99","0","10/01/1950","12/31/2021"
"VANCREST OF URBANA ASSISTED LIVING","OHL41841","2494R","","9376535291","9376535291","bnewman@vancrest.com","SL-R","2380 US HWY 68 S","URBANA","OH","43078","L12","ACTIVE","","CHAMPAIGN","49","0","04/02/2015","06/20/2018"
"VANCREST OF URBANA, INC","OHL40877","2494N","365437","9376535291","9376533885","tjeffries@vancrest.com","SL-NH","2380 US HIGHWAY 68","URBANA","OH","43078","L11","ACTIVE","","CHAMPAIGN","75","0","07/02/2008","06/17/2015"
"VANCREST-UPPER VALLEY","OHL01791","1780N","365735","9374407663","9373350095","mrudasill@vancrest.com","SL-NH","3232 NORTH COUNTY ROAD 25-A","TROY","OH","45373","L11","ACTIVE","","MIAMI","135","0","02/01/1984","01/01/2018"
"VANGUARD HOME HEALTH CARE INC","OHL50215","0210HHS","","6144147375","","duur5@yahoo.com","SL-HMED","3314 MORSE ROAD, SUITE 208","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","09/30/2022",""
"VANTAGE AGING","OHL50690","0684HHN","","3302534597","","kventresca@vantageaging.org","SL-HNM","388 S MAIN STREET","AKRON","OH","44311","LA2","ACTIVE","","SUMMIT","","","10/04/2023",""
"VEBCOM HEALTHCARE SERVICES","OHL50271","0266HHN","","5132165004","","vida.boafo@vebcomservices.com","SL-HNM","1251 NILLES ROAD STE 20","FAIRFIELD","OH","45014","LA2","ACTIVE","","BUTLER","","","09/30/2022",""
"VENDSON HEALTHCARE SERVICES LLC","OHL51908","1807HHN","","6143723503","","summelong09@yahoo.com","SL-HNM","519 S OTTERBEIN AVE, STE 7","WESTERVILLE","OH","43081","LA2","ACTIVE","","DELAWARE","","","12/04/2023",""
"VENETIAN GARDENS","OHL40732","2476N","366348","5137220700","5137220705","twagstrom@venetian-gardens.net","SL-NH","1650 ST RT 28","LOVELAND","OH","45140","L11","ACTIVE","","CLERMONT","99","0","07/26/2007","07/26/2007"
"VENUS HOME CARE LLC - OHIO, THE","OHL98957","2236HHN","","8594143507","","cathylorenzo55@gmail.com","SL-HNM","552 NORTHWOOD TERRACE","HAMILTON","OH","45013","LA2","ACTIVE","","BUTLER","","","03/12/2024",""
"VERANDA GARDENS NURSING & REHABILITATION","OHL40733","2477N","366347","5138252700","5138253700","kimberly.ramont@verandagardens.net","SL-NH","11784 HAMILTON AVENUE","CINCINNATI","OH","45231","L11","ACTIVE","","HAMILTON","113","0","07/25/2007","06/24/2012"
"VERSAILLES REHABILITATION AND HEALTHCARE CENTER","OHL01797","1807N","365900","9375265570","9375269630","jessica.mason@versaillesrehab.com","SL-NH","200 MARKER ROAD","VERSAILLES","OH","45380","L11","ACTIVE","","DARKE","112","0","01/09/1985","01/18/2002"
