Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
Dental Health,63999939B8,"CENTER STREET COMMUNITY CLINIC, INC.",Federally Qualified Health Center,Ohio,"Marion County, OH",,21,NA,Designated,Rural,06/12/2006,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"Center Street Community Clinic, Inc.",125 Executive Dr STE 201,Marion,OH,43302-6302,Marion,Rural,,,,,
,Center Street Community Health Center,136 W Center St,Marion,OH,43302-3704,Marion,Rural,,,,,
,Galion Family Health,126 Harding Way E,Galion,OH,44833-1901,Crawford,Rural,,,,,
,Morrow Family Health Center,76 S Main St,Mount Gilead,OH,43338-1471,Morrow,Rural,,,,,
Primary Care,154999540U,"Change, Incorporated",Federally Qualified Health Center,West Virginia,"Hancock County, WV",,16,16,Designated,Non-Rural,07/01/2007,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"CHANGE, Inc. Administration",3158 West St,Weirton,WV,26062-4637,Hancock,Non-Rural,,,,,
,Family Medical Care Community Health Center - Hancock County,3136 West St,Weirton,WV,26062-4637,Hancock,Non-Rural,,,,,
,Family Medical Care Community Health Center - Jefferson County,200 Luray Dr,Wintersville,OH,43953-3973,Jefferson,Non-Rural,,,,,
,Family Medical Care Community Health Center - Newell,1151 Washington St,Newell,WV,26050-1437,Hancock,Rural,,,,,
,FMC - SBHC Garfield East Elementary School,936 N 5th St,Steubenville,OH,43952-1812,Jefferson,Non-Rural,,,,,
,FMC - SBHC Harding Middle School,2002 Sunset Blvd,Steubenville,OH,43952-1381,Jefferson,Non-Rural,,,,,
,FMC - SBHC Indian Creek High School,200 Park Dr,Steubenville,OH,43953-3944,Jefferson,Non-Rural,,,,,
,FMC - SBHC Indian Creek Middle School,2379 Wilson Ave,Mingo Junction,OH,43938-2508,Jefferson,Non-Rural,,,,,
,FMC - SBHC McKinley STEM Academy,1400 Adams St,Steubenville,OH,43952-2678,Jefferson,Non-Rural,,,,,
,FMC - SBHC Oak Glen Complex,39 Golden Bear Dr,New Cumberland,WV,26047-1670,Hancock,Non-Rural,,,,,
,FMC - SBHC Pugliese West Elementary School,435 John Scott Hwy,Steubenville,OH,43952-3026,Jefferson,Non-Rural,,,,,
,FMC - SBHC Steubenville High School,420 N 4th St,Steubenville,OH,43952-2022,Jefferson,Non-Rural,,,,,
,FMC - SBHC Steubenville High School,320 N 4th St,Steubenville,OH,43952-2020,Jefferson,Non-Rural,,,,,
,FMC - SBHC Toronto Complex,1305 Dennis Way,Toronto,OH,43964-1952,Jefferson,Non-Rural,,,,,
,FMC - SBHC Weir Complex,100 Red Rider Rd,Weirton,WV,26062-4270,Hancock,Non-Rural,,,,,
,FMC -SBHC  Brooke Complex,29 Bruin Dr,Wellsburg,WV,26070-3064,Brooke,Non-Rural,,,,,
,FMC MAT,114 Taylor Ave,Weirton,WV,26062-4629,Hancock,Non-Rural,,,,,
,FMC SBHC - Weirton Elementary,3428 Pennsylvania Ave,Weirton,WV,26062-3923,Hancock,Non-Rural,,,,,
,FMC SBHC Alternative Learning Center,1447 Main St,Wellsburg,WV,26070-1487,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Intermediate North,1098 Jefferson St,Follansbee,WV,26037-1311,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Intermediate South,1305 Washington Pike,Wellsburg,WV,26070-2225,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Primary North,200 Rockdale Rd,Follansbee,WV,26037-1840,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Primary South,1448 Main St,Wellsburg,WV,26070-1420,Brooke,Non-Rural,,,,,
,Mobile Van #1,1151 Washington St,Newell,WV,26050-1437,Hancock,Rural,,,,,
Mental Health,7549995460,"Change, Incorporated",Federally Qualified Health Center,West Virginia,"Hancock County, WV",,14,NA,Designated,Non-Rural,07/11/2007,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"CHANGE, Inc. Administration",3158 West St,Weirton,WV,26062-4637,Hancock,Non-Rural,,,,,
,Family Medical Care Community Health Center - Hancock County,3136 West St,Weirton,WV,26062-4637,Hancock,Non-Rural,,,,,
,Family Medical Care Community Health Center - Jefferson County,200 Luray Dr,Wintersville,OH,43953-3973,Jefferson,Non-Rural,,,,,
,Family Medical Care Community Health Center - Newell,1151 Washington St,Newell,WV,26050-1437,Hancock,Rural,,,,,
,FMC - SBHC Garfield East Elementary School,936 N 5th St,Steubenville,OH,43952-1812,Jefferson,Non-Rural,,,,,
,FMC - SBHC Harding Middle School,2002 Sunset Blvd,Steubenville,OH,43952-1381,Jefferson,Non-Rural,,,,,
,FMC - SBHC Indian Creek High School,200 Park Dr,Steubenville,OH,43953-3944,Jefferson,Non-Rural,,,,,
,FMC - SBHC Indian Creek Middle School,2379 Wilson Ave,Mingo Junction,OH,43938-2508,Jefferson,Non-Rural,,,,,
,FMC - SBHC McKinley STEM Academy,1400 Adams St,Steubenville,OH,43952-2678,Jefferson,Non-Rural,,,,,
,FMC - SBHC Oak Glen Complex,39 Golden Bear Dr,New Cumberland,WV,26047-1670,Hancock,Non-Rural,,,,,
,FMC - SBHC Pugliese West Elementary School,435 John Scott Hwy,Steubenville,OH,43952-3026,Jefferson,Non-Rural,,,,,
,FMC - SBHC Steubenville High School,420 N 4th St,Steubenville,OH,43952-2022,Jefferson,Non-Rural,,,,,
,FMC - SBHC Steubenville High School,320 N 4th St,Steubenville,OH,43952-2020,Jefferson,Non-Rural,,,,,
,FMC - SBHC Toronto Complex,1305 Dennis Way,Toronto,OH,43964-1952,Jefferson,Non-Rural,,,,,
,FMC - SBHC Weir Complex,100 Red Rider Rd,Weirton,WV,26062-4270,Hancock,Non-Rural,,,,,
,FMC -SBHC  Brooke Complex,29 Bruin Dr,Wellsburg,WV,26070-3064,Brooke,Non-Rural,,,,,
,FMC MAT,114 Taylor Ave,Weirton,WV,26062-4629,Hancock,Non-Rural,,,,,
,FMC SBHC - Weirton Elementary,3428 Pennsylvania Ave,Weirton,WV,26062-3923,Hancock,Non-Rural,,,,,
,FMC SBHC Alternative Learning Center,1447 Main St,Wellsburg,WV,26070-1487,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Intermediate North,1098 Jefferson St,Follansbee,WV,26037-1311,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Intermediate South,1305 Washington Pike,Wellsburg,WV,26070-2225,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Primary North,200 Rockdale Rd,Follansbee,WV,26037-1840,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Primary South,1448 Main St,Wellsburg,WV,26070-1420,Brooke,Non-Rural,,,,,
,Mobile Van #1,1151 Washington St,Newell,WV,26050-1437,Hancock,Rural,,,,,
Dental Health,6549995488,"Change, Incorporated",Federally Qualified Health Center,West Virginia,"Hancock County, WV",,13,NA,Designated,Non-Rural,07/11/2007,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"CHANGE, Inc. Administration",3158 West St,Weirton,WV,26062-4637,Hancock,Non-Rural,,,,,
,Family Medical Care Community Health Center - Hancock County,3136 West St,Weirton,WV,26062-4637,Hancock,Non-Rural,,,,,
,Family Medical Care Community Health Center - Jefferson County,200 Luray Dr,Wintersville,OH,43953-3973,Jefferson,Non-Rural,,,,,
,Family Medical Care Community Health Center - Newell,1151 Washington St,Newell,WV,26050-1437,Hancock,Rural,,,,,
,FMC - SBHC Garfield East Elementary School,936 N 5th St,Steubenville,OH,43952-1812,Jefferson,Non-Rural,,,,,
,FMC - SBHC Harding Middle School,2002 Sunset Blvd,Steubenville,OH,43952-1381,Jefferson,Non-Rural,,,,,
,FMC - SBHC Indian Creek High School,200 Park Dr,Steubenville,OH,43953-3944,Jefferson,Non-Rural,,,,,
,FMC - SBHC Indian Creek Middle School,2379 Wilson Ave,Mingo Junction,OH,43938-2508,Jefferson,Non-Rural,,,,,
,FMC - SBHC McKinley STEM Academy,1400 Adams St,Steubenville,OH,43952-2678,Jefferson,Non-Rural,,,,,
,FMC - SBHC Oak Glen Complex,39 Golden Bear Dr,New Cumberland,WV,26047-1670,Hancock,Non-Rural,,,,,
,FMC - SBHC Pugliese West Elementary School,435 John Scott Hwy,Steubenville,OH,43952-3026,Jefferson,Non-Rural,,,,,
,FMC - SBHC Steubenville High School,420 N 4th St,Steubenville,OH,43952-2022,Jefferson,Non-Rural,,,,,
,FMC - SBHC Steubenville High School,320 N 4th St,Steubenville,OH,43952-2020,Jefferson,Non-Rural,,,,,
,FMC - SBHC Toronto Complex,1305 Dennis Way,Toronto,OH,43964-1952,Jefferson,Non-Rural,,,,,
,FMC - SBHC Weir Complex,100 Red Rider Rd,Weirton,WV,26062-4270,Hancock,Non-Rural,,,,,
,FMC -SBHC  Brooke Complex,29 Bruin Dr,Wellsburg,WV,26070-3064,Brooke,Non-Rural,,,,,
,FMC MAT,114 Taylor Ave,Weirton,WV,26062-4629,Hancock,Non-Rural,,,,,
,FMC SBHC - Weirton Elementary,3428 Pennsylvania Ave,Weirton,WV,26062-3923,Hancock,Non-Rural,,,,,
,FMC SBHC Alternative Learning Center,1447 Main St,Wellsburg,WV,26070-1487,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Intermediate North,1098 Jefferson St,Follansbee,WV,26037-1311,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Intermediate South,1305 Washington Pike,Wellsburg,WV,26070-2225,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Primary North,200 Rockdale Rd,Follansbee,WV,26037-1840,Brooke,Non-Rural,,,,,
,FMC SBHC Brooke Primary South,1448 Main St,Wellsburg,WV,26070-1420,Brooke,Non-Rural,,,,,
,Mobile Van #1,1151 Washington St,Newell,WV,26050-1437,Hancock,Rural,,,,,
Primary Care,139999391T,"Axesspointe Community Health Center, Inc.",Federally Qualified Health Center,Ohio,"Summit County, OH",,21,18,Designated,Non-Rural,10/26/2002,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Axess Family Services - Oakwood,"705 Oakwood St, Suite 221",Ravenna,OH,44266-2196,Portage,Non-Rural,,,,,
,AxessPointe CHC Barberton Location,390 Robinson Ave STE A,Barberton,OH,44203-3659,Summit,Non-Rural,,,,,
,Axesspointe Community Health Center - HealthQuarters,"527 W Market St, Suite 100",Akron,OH,44303,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Akron,"1400 S Arlington St, Unit 38",Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Akron - Pharmacy Admin,"1400 S Arlington St, Unit 38A",Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Barberton,390 Robinson Ave STE E,Barberton,OH,44203-3659,Summit,Non-Rural,,,,,
,Axesspointe Community Health Centers - Mobile Unit,1400 S Arlington St UNIT 38,Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Centers/Kent,143 Gougler Ave,Kent,OH,44240-2401,Portage,Non-Rural,,,,,
,Valley Health Services - Belmont,4970 Belmont Ave,Youngstown,OH,44505-1018,Trumbull,Non-Rural,,,,,
,Valley Health Services - Child & Adolescent,318 Mahoning Ave NW,Warren,OH,44483-4605,Trumbull,Non-Rural,,,,,
,Valley Health Services - Warren,150 E Market St,Warren,OH,44481-1141,Trumbull,Non-Rural,,,,,
Mental Health,7399993977,"Axesspointe Community Health Center, Inc.",Federally Qualified Health Center,Ohio,"Summit County, OH",,19,NA,Designated,Non-Rural,10/26/2002,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Axess Family Services - Oakwood,"705 Oakwood St, Suite 221",Ravenna,OH,44266-2196,Portage,Non-Rural,,,,,
,AxessPointe CHC Barberton Location,390 Robinson Ave STE A,Barberton,OH,44203-3659,Summit,Non-Rural,,,,,
,Axesspointe Community Health Center - HealthQuarters,"527 W Market St, Suite 100",Akron,OH,44303,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Akron,"1400 S Arlington St, Unit 38",Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Akron - Pharmacy Admin,"1400 S Arlington St, Unit 38A",Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Barberton,390 Robinson Ave STE E,Barberton,OH,44203-3659,Summit,Non-Rural,,,,,
,Axesspointe Community Health Centers - Mobile Unit,1400 S Arlington St UNIT 38,Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Centers/Kent,143 Gougler Ave,Kent,OH,44240-2401,Portage,Non-Rural,,,,,
,Valley Health Services - Belmont,4970 Belmont Ave,Youngstown,OH,44505-1018,Trumbull,Non-Rural,,,,,
,Valley Health Services - Child & Adolescent,318 Mahoning Ave NW,Warren,OH,44483-4605,Trumbull,Non-Rural,,,,,
,Valley Health Services - Warren,150 E Market St,Warren,OH,44481-1141,Trumbull,Non-Rural,,,,,
Dental Health,6399993980,"Axesspointe Community Health Center, Inc.",Federally Qualified Health Center,Ohio,"Summit County, OH",,25,NA,Designated,Non-Rural,10/26/2002,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Axess Family Services - Oakwood,"705 Oakwood St, Suite 221",Ravenna,OH,44266-2196,Portage,Non-Rural,,,,,
,AxessPointe CHC Barberton Location,390 Robinson Ave STE A,Barberton,OH,44203-3659,Summit,Non-Rural,,,,,
,Axesspointe Community Health Center - HealthQuarters,"527 W Market St, Suite 100",Akron,OH,44303,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Akron,"1400 S Arlington St, Unit 38",Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Akron - Pharmacy Admin,"1400 S Arlington St, Unit 38A",Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Center/Barberton,390 Robinson Ave STE E,Barberton,OH,44203-3659,Summit,Non-Rural,,,,,
,Axesspointe Community Health Centers - Mobile Unit,1400 S Arlington St UNIT 38,Akron,OH,44306-3771,Summit,Non-Rural,,,,,
,AxessPointe Community Health Centers/Kent,143 Gougler Ave,Kent,OH,44240-2401,Portage,Non-Rural,,,,,
,Valley Health Services - Belmont,4970 Belmont Ave,Youngstown,OH,44505-1018,Trumbull,Non-Rural,,,,,
,Valley Health Services - Child & Adolescent,318 Mahoning Ave NW,Warren,OH,44483-4605,Trumbull,Non-Rural,,,,,
,Valley Health Services - Warren,150 E Market St,Warren,OH,44481-1141,Trumbull,Non-Rural,,,,,
Primary Care,1391443172,"MetroHealth System, The",Federally Qualified Health Center Look-alike,Ohio,"Cuyahoga County, OH",,17,14,Designated,Non-Rural,09/18/2020,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bedford Health Center,19999 Rockside Rd,Bedford,OH,44146-2074,Cuyahoga,Non-Rural,,,,,
,Broadway Dental Clinic,6835 Broadway Ave,Cleveland,OH,44105-1313,Cuyahoga,Non-Rural,,,,,
,Brooklyn Health Center,5208 Memphis Ave,Cleveland,OH,44144-2231,Cuyahoga,Non-Rural,,,,,
,Buckeye Health Center,2816 E 116th St,Cleveland,OH,44120-2111,Cuyahoga,Non-Rural,,,,,
,Collinwood Health Center,15500 S Waterloo Rd,Cleveland,OH,44110-3800,Cuyahoga,Non-Rural,,,,,
,Glenville Community Health Center,11100 Saint Clair Ave,Cleveland,OH,44108-1943,Cuyahoga,Non-Rural,,,,,
,Gordon Square Health Center,6705 Detroit Ave,Cleveland,OH,44102-3017,Cuyahoga,Non-Rural,,,,,
,Heights Wellness Center,13263 Cedar Rd,Cleveland Heights,OH,44118-2926,Cuyahoga,Non-Rural,,,,,
,MHCHC Mobile Clinic,2500 Metrohealth Dr,Cleveland,OH,44109-1900,Cuyahoga,Non-Rural,,,,,
,The MetroHealth System,2500 Metrohealth Dr,Cleveland,OH,44109-1900,Cuyahoga,Non-Rural,,,,,
Mental Health,7391099106,"MetroHealth System, The",Federally Qualified Health Center Look-alike,Ohio,"Cuyahoga County, OH",,16,NA,Designated,Non-Rural,09/18/2020,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bedford Health Center,19999 Rockside Rd,Bedford,OH,44146-2074,Cuyahoga,Non-Rural,,,,,
,Broadway Dental Clinic,6835 Broadway Ave,Cleveland,OH,44105-1313,Cuyahoga,Non-Rural,,,,,
,Brooklyn Health Center,5208 Memphis Ave,Cleveland,OH,44144-2231,Cuyahoga,Non-Rural,,,,,
,Buckeye Health Center,2816 E 116th St,Cleveland,OH,44120-2111,Cuyahoga,Non-Rural,,,,,
,Collinwood Health Center,15500 S Waterloo Rd,Cleveland,OH,44110-3800,Cuyahoga,Non-Rural,,,,,
,Glenville Community Health Center,11100 Saint Clair Ave,Cleveland,OH,44108-1943,Cuyahoga,Non-Rural,,,,,
,Gordon Square Health Center,6705 Detroit Ave,Cleveland,OH,44102-3017,Cuyahoga,Non-Rural,,,,,
,Heights Wellness Center,13263 Cedar Rd,Cleveland Heights,OH,44118-2926,Cuyahoga,Non-Rural,,,,,
,MHCHC Mobile Clinic,2500 Metrohealth Dr,Cleveland,OH,44109-1900,Cuyahoga,Non-Rural,,,,,
,The MetroHealth System,2500 Metrohealth Dr,Cleveland,OH,44109-1900,Cuyahoga,Non-Rural,,,,,
Dental Health,6393480558,"MetroHealth System, The",Federally Qualified Health Center Look-alike,Ohio,"Cuyahoga County, OH",,15,NA,Designated,Non-Rural,09/18/2020,09/12/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bedford Health Center,19999 Rockside Rd,Bedford,OH,44146-2074,Cuyahoga,Non-Rural,,,,,
,Broadway Dental Clinic,6835 Broadway Ave,Cleveland,OH,44105-1313,Cuyahoga,Non-Rural,,,,,
,Brooklyn Health Center,5208 Memphis Ave,Cleveland,OH,44144-2231,Cuyahoga,Non-Rural,,,,,
,Buckeye Health Center,2816 E 116th St,Cleveland,OH,44120-2111,Cuyahoga,Non-Rural,,,,,
,Collinwood Health Center,15500 S Waterloo Rd,Cleveland,OH,44110-3800,Cuyahoga,Non-Rural,,,,,
,Glenville Community Health Center,11100 Saint Clair Ave,Cleveland,OH,44108-1943,Cuyahoga,Non-Rural,,,,,
,Gordon Square Health Center,6705 Detroit Ave,Cleveland,OH,44102-3017,Cuyahoga,Non-Rural,,,,,
,Heights Wellness Center,13263 Cedar Rd,Cleveland Heights,OH,44118-2926,Cuyahoga,Non-Rural,,,,,
,MHCHC Mobile Clinic,2500 Metrohealth Dr,Cleveland,OH,44109-1900,Cuyahoga,Non-Rural,,,,,
,The MetroHealth System,2500 Metrohealth Dr,Cleveland,OH,44109-1900,Cuyahoga,Non-Rural,,,,,
Mental Health,7392638789,Allen Oakwood Correctional Institution,Correctional Facility,Ohio,"Allen County, OH",0.155,3,NA,Designated,Non-Rural,03/14/2022,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Allen Oakwood Correctional Institution,2338 N West St,Lima,OH,45801-2051,Allen,Non-Rural,,,,,
Primary Care,1395743633,Belmont Correctional Institution,Correctional Facility,Ohio,"Belmont County, OH",2.21,6,0 ,Designated,Non-Rural,08/25/2010,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Belmont Correctional Institution,68518 Bannock Rd,Saint Clairsville,OH,43950-9736,Belmont,Non-Rural,,,,,
Dental Health,6395234480,Belmont Correctional Institution,Correctional Facility,Ohio,"Belmont County, OH",1.285,3,NA,Designated,Non-Rural,03/14/2022,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Belmont Correctional Institution,68518 Bannock Rd,Saint Clairsville,OH,43950-9736,Belmont,Non-Rural,,,,,
Mental Health,7397422662,Belmont Correctional Institution,Correctional Facility,Ohio,"Belmont County, OH",1.96,12,NA,Designated,Non-Rural,11/15/2010,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Belmont Correctional Institution,68518 Bannock Rd,Saint Clairsville,OH,43950-9736,Belmont,Non-Rural,,,,,
Primary Care,1392040710,Chillicothe Correctional Institution,Correctional Facility,Ohio,"Ross County, OH",1.87,6,0 ,Designated,Rural,04/23/2009,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Chillicothe Correctional Institution,15802 State Route 104,Chillicothe,OH,45601-9701,Ross,Rural,,,,,
Dental Health,6398303394,Chillicothe Correctional Institution,Correctional Facility,Ohio,"Ross County, OH",0.545,3,NA,Designated,Rural,11/30/2018,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Chillicothe Correctional Institution,15802 State Route 104,Chillicothe,OH,45601-9701,Ross,Rural,,,,,
Mental Health,7395542346,Chillicothe Correctional Institution,Correctional Facility,Ohio,"Ross County, OH",1.47,18,NA,Designated,Rural,09/21/2010,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Chillicothe Correctional Institution,15802 State Route 104,Chillicothe,OH,45601-9701,Ross,Rural,,,,,
Primary Care,1394680771,Dayton Correctional Institution,Correctional Facility,Ohio,"Montgomery County, OH",0.10,3,0 ,Designated,Non-Rural,03/14/2022,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Dayton Correctional Institution,4104 Germantown Pike,Dayton,OH,45417-6118,Montgomery,Non-Rural,,,,,
Dental Health,6392180843,Dayton Correctional Institution,Correctional Facility,Ohio,"Montgomery County, OH",0.54,6,NA,Designated,Non-Rural,03/14/2022,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Dayton Correctional Institution,4104 Germantown Pike,Dayton,OH,45417-6118,Montgomery,Non-Rural,,,,,
Mental Health,7399846282,Dayton Correctional Institution,Correctional Facility,Ohio,"Montgomery County, OH",0.085,3,NA,Designated,Non-Rural,10/17/2015,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Dayton Correctional Institution,4104 Germantown Pike,Dayton,OH,45417-6118,Montgomery,Non-Rural,,,,,
Primary Care,1392868591,Grafton Correctional Institution,Correctional Facility,Ohio,"Lorain County, OH",1.20,6,0 ,Designated,Non-Rural,03/05/2021,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Grafton Correctional Institution,2500 Avon Belden Rd,Grafton,OH,44044-9802,Lorain,Non-Rural,,,,,
Primary Care,1395015919,Lebanon Correctional Institution,Correctional Facility,Ohio,"Warren County, OH",1.74,6,0 ,Designated,Non-Rural,10/07/2010,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Lebanon Correctional Institution,3791 OH-63,Lebanon,OH,45036-9585,Warren,Non-Rural,,,,,
Dental Health,6394622440,Lebanon Correctional Institution,Correctional Facility,Ohio,"Warren County, OH",2.165,6,NA,Designated,Non-Rural,10/12/2010,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Lebanon Correctional Institution,3791 State Route 350,Lebanon,OH,45036-9371,Warren,Non-Rural,,,,,
Mental Health,7392105575,Lebanon Correctional Institution,Correctional Facility,Ohio,"Warren County, OH",1.70,12,NA,Designated,Non-Rural,11/15/2010,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Lebanon Correctional Institution,3791 State Route 350,Lebanon,OH,45036-9371,Warren,Non-Rural,,,,,
Primary Care,1395852396,London Correctional Institution,Correctional Facility,Ohio,"Madison County, OH",1.40,6,0 ,Designated,Rural,02/18/2011,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,London Correctional Institution,1580 State Route 56 SW,London,OH,43140-8623,Madison,Rural,,,,,
Dental Health,6397132240,London Correctional Institution,Correctional Facility,Ohio,"Madison County, OH",1.145,6,NA,Designated,Rural,03/14/2022,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,London Correctional Institution,1580 State Route 56 SW,London,OH,43140-8623,Madison,Rural,,,,,
Mental Health,7396983807,London Correctional Institution,Correctional Facility,Ohio,"Madison County, OH",1.41,12,NA,Designated,Rural,11/30/2018,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,London Correctional Institution,1580 State Route 56 SW,London,OH,43140-8623,Madison,Rural,,,,,
Primary Care,1395798057,Lorain Correctional Institution,Correctional Facility,Ohio,"Lorain County, OH",0.98,3,0 ,Designated,Non-Rural,04/19/2012,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Lorain Correctional Institution,2075 Avon Belden Rd,Grafton,OH,44044-9805,Lorain,Non-Rural,,,,,
Dental Health,6395642551,Lorain Correctional Institution,Correctional Facility,Ohio,"Lorain County, OH",1.64,6,NA,Designated,Non-Rural,12/26/2018,03/14/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Lorain Correctional Institution,2075 Avon Belden Rd,Grafton,OH,44044-9805,Lorain,Non-Rural,,,,,
Mental Health,7393391411,Lorain Correctional Institution,Correctional Facility,Ohio,"Lorain County, OH",1.665,6,NA,Designated,Non-Rural,11/22/2010,03/15/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Lorain Correctional Institution,2075 Avon Belden Rd,Grafton,OH,44044-9805,Lorain,Non-Rural,,,,,
Primary Care,1396293612,Noble Correctional Institution,Correctional Facility,Ohio,"Noble County, OH",2.21,6,0 ,Designated,Rural,08/25/1999,03/15/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Noble Correctional Institution,15708 Mcconnellsville Rd,Caldwell,OH,43724-9678,Noble,Rural,,,,,
Primary Care,1399653886,Mansfield Correctional Institution,Correctional Facility,Ohio,"Richland County, OH",1.73,6,0 ,Designated,Non-Rural,02/02/2011,03/15/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Mansfield Correctional Institution,1150 N Main St,Mansfield,OH,44903-9718,Richland,Non-Rural,,,,,
Dental Health,6395887790,Mansfield Correctional Institution,Correctional Facility,Ohio,"Richland County, OH",2.005,6,NA,Designated,Non-Rural,10/01/2013,03/15/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Mansfield Correctional Institution,1150 N Main St,Mansfield,OH,44903-9718,Richland,Non-Rural,,,,,
Mental Health,7394447144,Mansfield Correctional Institution,Correctional Facility,Ohio,"Richland County, OH",1.09,6,NA,Designated,Non-Rural,11/16/2010,03/15/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Mansfield Correctional Institution,1150 N Main St,Mansfield,OH,44903-9718,Richland,Non-Rural,,,,,
Primary Care,1392382363,Marion Correctional Institution,Correctional Facility,Ohio,"Marion County, OH",1.77,6,0 ,Designated,Rural,02/11/2002,03/15/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Marion Correctional Institution,940 Marion Williamsport Rd E,Marion,OH,43302-8684,Marion,Rural,,,,,
